Código do Município;Município;Estado;Região;Região Metropolitana;Ano de Referência;Código do Prestador;Prestador;Sigla do Prestador;Natureza Jurídica;POP_TOT - População total do município (Fonte: IBGE):;POP_URB - População urbana do município (Fonte: IBGE);CS001 - Existe coleta seletiva formalizada pela prefeitura no município?;CS050 - População urbana do município atendida com a coleta seletiva do tipo porta a porta executada pela Prefeitura (ou SLU);FN201 - A Prefeitura (Prestadora) cobra pelos serviços de coleta regular, transporte e destinação final de RSU (Antigo campo GE012);FN220 - Despesa total com serviços de manejo de RSU (Antigo campo GE007);FN221 - Receita orçada com a cobrança de taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE005);FN222 - Receita arrecadada com taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE006);FN223 - Despesa Corrente da Prefeitura durante o ano com TODOS os serviços do município (saúde, educação, pagamento de pessoal, etc.). (Antigo campo GE010);FN224 - A Prefeitura recebeu algum recurso federal para aplicação no setor de manejo de RSU? (Antigo campo GE025);FN225 - Valor repassado (Antigo campo GE026);FN226 - Tipo de recurso (Antigo campo GE028);PO021 - O município definiu mecanismos de participação e controle social?;PO036 - Limpeza pública e manejo de resíduos sólidos;PO040 - As metas do plano para os resíduos sólidos estão sendo alcançadas?;PO042 - O município é integrante de algum CONSÓRCIO INTERMUNICIPAL regulamentado pela Lei nº 11.107/2005 que tenha entre suas atribuições específicas a gestão ou prestação de um ou mais serviços de manejo de RSU (serviços de coleta de resíduos domiciliares ou públicos, operações de aterro sanitário etc.);PO044 - Qual o ano de adesão do município ao referido consórcio intermunicipal?;PO048 - O Município possui Plano Municipal de Gestão Integrada de Resíduos Sólidos (PMGIRS) conforme a Lei nº 12.305/2010 que trata da Política Nacional de Resíduos Sólidos?;PO049 - Quando foi aprovado?;PO050 - O Plano de Gestão de Resíduos Sólidos referido anteriormente é individualizado (somente para o município) ou é intermunicipal (regional) contemplando também outros municípios? ATENÇÃO: Não considerar o Plano Estadual como resposta!!!;PO051 - Quais os demais municípios abrangidos pelo Plano de Gestão [Regional]?;TB014 - Quantidade de trabalhadores de agentes privados envolvidos nos serviços de manejo de RSU (Antigo campo GE016);IN006 - Despesa per capita com manejo de rsu em relação à população urbana
410753;Entre Rios do Oeste;PR;Sul         ;;2020;41075340;Prefeitura Municipal de Entre Rios do Oeste;P.M.E.R.O;Administração pública direta;4.596;3.093;Sim;3.093;Sim;1.284.732,23;400.000,00;253.648,25;40.737.756,56;Não;;;;Sim;Sim;Não;;Sim;mar/16;Municipal;;27;415,37
410754;Espigão Alto do Iguaçu;PR;Sul         ;;2020;41075440;Secretaria de Obras e Desenvolvimento Urbano;SODU;Administração pública direta;4.048;1.425;Sim;1.025;Não;295.180,42;;;21.838.594,15;Não;;;Não;Sim;Sim;Não;;Sim;fev/21;Municipal;;0;207,14
410755;Farol;PR;Sul         ;;2020;41075540;Prefeitura Municipal de Farol;PMF;Administração pública direta;3.041;1.767;Sim;1.767;Sim;223.706,11;100.050,95;104.266,07;19.822.587,50;Não;;;Sim;Sim;Sim;Não;;Sim;fev/18;Municipal;;1;126,6
410760;Faxinal;PR;Sul         ;;2020;41076040;Prefeitura Municipal de Faxinal;PMFAXINAL;Administração pública direta;17.316;13.521;Não;;Sim;855.268,60;581.500,00;838.498,88;54.939.636,95;Não;;;;;;Não;;Sim;dez/17;Municipal;;9;63,25
410765;Fazenda Rio Grande;PR;Sul         ;RM Curitiba;2020;41076540;Secretaria Municipal de Meio Ambiente;SMMA;Administração pública direta;102.004;94.827;Sim;94.000;Sim;8.704.397,24;760.725.000,00;8.841.085,40;246.631.129,89;Não;;;;;;Sim;;Não;;;;63;91,79
410770;Fênix;PR;Sul         ;;2020;41077040;Secretaria de Serviços urbanos e Transporte;SSUT;Autarquia;4.748;3.950;Não;;Sim;509.957,04;81.679,00;80.000,00;22.812.599,77;Não;;;Sim;Sim;Sim;Não;;Sim;jan/18;Municipal;;14;129,1
410773;Fernandes Pinheiro;PR;Sul         ;;2020;41077340;PREFEITURA MUNICIPAL DE FERNANDES PINHEIRO;PMFP;Administração pública direta;5.602;1.978;Sim;950;Sim;403.763,33;95.000,00;126.326,97;33.210.775,08;Não;;;;;;Não;;Não;;;;10;204,13
410775;Figueira;PR;Sul         ;;2020;41077540;Prefeitura Municipal de Figueira;PMF;Administração pública direta;7.696;6.581;Sim;6.581;Sim;308.332,08;305.000,00;303.834,22;23.083.355,98;;;;;;;Sim;;Sim;;Municipal;;0;46,85
410780;Floraí;PR;Sul         ;RM Maringá;2020;41078040;Prefeitura Municipal de Florai;PM;Administração pública direta;4.906;4.344;Sim;4.344;Sim;786.000,00;268.559,85;255.129,26;19.752.298,82;Não;;;Não;Sim;Sim;Não;;Sim;;Municipal;;0;180,94
410785;Flor da Serra do Sul;PR;Sul         ;;2020;41078540;Secretaria Municipal do Meio Ambiente;SEMA;Administração pública direta;4.603;1.601;Não;;Sim;262.200,00;15.064,96;15.064,96;23.885.594,55;Não;;;;;;Não;;Sim;mar/21;Municipal;;4;163,77
410790;Floresta;PR;Sul         ;RM Maringá;2020;41079040;Prefeitura Município de Floresta;PMF;Administração pública direta;6.851;6.318;Sim;6.318;Sim;273.718,00;60.685,00;35.458,00;26.300.210,00;Não;;;Sim;Sim;Sim;Não;;Não;;;;0;43,32
410810;Flórida;PR;Sul         ;RM Maringá;2020;41081040;Prefeitura Municipal de Flórida;PMF;Administração pública direta;2.699;2.464;Sim;2.464;Sim;433.140,18;57.854,56;33.123,22;19.157.255,46;Não;;;;;;Não;;Não;;;;3;175,79
410820;Formosa do Oeste;PR;Sul         ;;2020;41082040;Secretaria de Meio Ambiente;SEMA;Administração pública direta;6.460;4.258;Sim;4.258;Sim;371.551,44;170.866,31;170.866,31;28.000.000,00;Não;;;Sim;Sim;Não;Não;;Não;;;;0;87,26
410830;Foz do Iguaçu;PR;Sul         ;;2020;41083040;Prefeitura Municipal de Foz do Iguaçu;PMFI;Administração pública direta;258.248;256.104;Sim;256.104;Sim;29.222.803,23;14.000.000,00;11.926.449,00;1.229.603.052,00;Não;;;Sim;Sim;Sim;Não;;Sim;ago/16;Municipal;;310;114,11
410832;Francisco Alves;PR;Sul         ;;2020;41083240;Prefeitura Municipal de Francisco Alves;PR;Administração pública direta;5.993;3.954;Sim;3.954;Não;667.520,87;;;21.593.472,37;Não;;;;;;Não;;Sim;out/13;Municipal;;0;168,82
410840;Francisco Beltrão;PR;Sul         ;;2020;41084040;Município de Francisco Beltrão;PMFB;Administração pública direta;92.216;78.789;Sim;78.775;Sim;5.856.330,71;6.350.000,00;5.176.460,33;339.914.724,81;Não;;;;;;Não;;Não;;;;17;74,33
410845;Foz do Jordão;PR;Sul         ;;2020;41084540;PREFEITURA MUNICIPAL DE FOZ DO JORDÃO;PMFJ;Administração pública direta;4.556;3.301;Sim;;Não;328.518,68;;;19.141.795,99;Não;;;;Sim;Sim;Não;;Sim;jul/12;Municipal;;0;99,52
410850;General Carneiro;PR;Sul         ;;2020;41085040;PREFEITURA MUNICIPAL DE GENERAL CARNEIRO PR;PMGC;Administração pública direta;13.685;9.580;Não;;Sim;180.000,00;220.000,00;180.000,00;30.393.359,31;Não;;;Não;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Sim;dez/17;Municipal;;0;18,79
410855;Godoy Moreira;PR;Sul         ;;2020;41085540;Prefeitura Municipal de Godoy Moreira;PMGM;Administração pública direta;2.898;1.343;Sim;1.330;Não;91.300,00;;;14.478.952,14;;;;;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Sim;out/13;Municipal;;1;67,98
410860;Goioerê;PR;Sul         ;;2020;41086040;Prefeitura Municipal de Goioerê;PMG;Administração pública direta;28.808;25.059;Sim;25.059;Sim;1.442.612,11;1.410.000,00;1.009.350,09;74.634.712,04;Não;;;Não;Sim;Sim;Não;;Não;;;;0;57,57
410865;Goioxim;PR;Sul         ;;2020;41086540;Prefeitura Municipal de Goioxim;PMG;Administração pública direta;7.053;1.651;Não;;Sim;303.929,06;5.088,20;4.833,79;7.962.635,26;Não;;;;Sim;Sim;Não;;Não;;;;0;184,09
410870;Grandes Rios;PR;Sul         ;;2020;41087040;Prefeitura Municipal de Grandes Rios;PMGR;Administração pública direta;5.497;2.954;Não;;Não;272.780,66;;;22.224.042,53;;;;;;;Não;;Não;;;;0;92,34
410880;Guaíra;PR;Sul         ;;2020;41088040;Secretaria de Agropecuária, Infraestrutura  e Meio Ambiente;SEMAIM;Administração pública direta;33.310;30.600;Sim;;Não;4.770.829,04;;;128.296.229,64;Não;;;Não;Sim;Sim;Não;;Não;;;;7;155,91
410890;Guairaçá;PR;Sul         ;;2020;41089040;Prefeitura Municipal de Guairaçá;PMG;Administração pública direta;6.609;5.289;Sim;5.289;Não;150.709,86;;;27.879.221,73;Não;;;Não;;;Não;;Sim;ago/15;Municipal;;0;28,49
410895;Guamiranga;PR;Sul         ;;2020;41089540;PREFEITURA MUNICIPAL DE GUAMIRANGA;PREF.GUAM;Administração pública direta;8.811;2.494;Não;;Sim;265.774,69;15.000,00;15.000,00;28.535.933,34;Não;;;;;;Não;;Não;;;;0;106,57
410900;Guapirama;PR;Sul         ;;2020;41090040;Municipio de Guapirama;PM;Administração pública direta;3.784;2.820;Sim;2.820;Sim;180.539,72;100.000,00;75.703,06;21.042.363,86;Não;;;Sim;Sim;Sim;Sim;;Sim;set/12;Municipal;;0;64,02
410910;Guaporema;PR;Sul         ;;2020;41091040;PREFEITURA MUNICIPAL DE GUAPOREMA;PMG;Administração pública direta;2.241;1.294;Sim;1.294;Sim;34.760,33;87.000,00;34.760,33;736.626,72;Não;;;;;;Não;;Não;;;;0;26,86
410920;Guaraci;PR;Sul         ;;2020;41092040;Prefeitura Municipal de Guaraci - Secretaria Municipal de Obras, Viação e Serviços Urbanos;PMG;Administração pública direta;5.530;4.443;Sim;4.443;Sim;374.901,48;82.053,90;61.301,01;21.066.710,37;Não;;;;Sim;;Sim;;Sim;;Municipal;;0;84,38
410930;Guaraniaçu;PR;Sul         ;;2020;41093040;Prefeitura Municipal de Guaraniaçu;PMG;Administração pública direta;12.217;6.538;Sim;3.030;Sim;1.188.464,00;140.000,00;145.009,41;42.445.941,51;;;;;;;Não;;Sim;out/14;Municipal;;17;181,78
410940;Guarapuava;PR;Sul         ;;2020;41094040;MUNICÍPIO DE GUARAPUAVA;PMG;Administração pública direta;182.644;166.997;Sim;96.254;Sim;14.393.510,70;7.881.244,41;7.905.086,65;404.195.031,41;Sim;4.682.835,66;Não oneroso (a fundo perdido);Sim;Sim;;Não;;Sim;out/14;Municipal;;122;86,19
410950;Guaraqueçaba;PR;Sul         ;;2020;41095040;Prefeitura Municipal;PM;Administração pública direta;7.594;2.589;Sim;2.000;Sim;728.938,00;239.006,45;87.945,40;29.873.954,00;Não;;;Sim;Sim;Não;Não;;Não;;;;2;281,55
410960;Guaratuba;PR;Sul         ;;2020;41096040;Secretaria Municipal do Meio Ambiente;SMMA;Administração pública direta;37.527;33.680;Sim;33.680;Sim;8.661.044,73;10.899.000,00;10.465.411,00;149.861.000,00;Não;;;;;;Não;;Não;;;;54;257,16
410970;Ibaiti;PR;Sul         ;;2020;41097040;Secretaria de Obras e serviços Urbanos;SOSU;Administração pública direta;31.644;25.442;Sim;25.001;Sim;1.888.801,51;34.234,98;737.071,75;62.296.063,21;Não;;;;;;Sim;;Sim;;Municipal;;10;74,24
410975;Ibema;PR;Sul         ;;2020;41097540;Prefeitura Municipal de Ibema;PMI;Administração pública direta;6.370;5.189;Sim;4.000;Sim;902.000,00;225.257,53;225.000,00;18.173.376,70;Não;;;;Sim;Sim;Não;;Não;;;;6;173,83
410980;Ibiporã;PR;Sul         ;RM Londrina;2020;41098040;SERVIÇO AUTONOMO MUNICIPAL DE AGUA E ESGOTO;SAMAE;Autarquia;55.131;52.497;Sim;52.497;Sim;4.695.582,47;3.780.000,00;3.468.461,04;151.478.480,60;;;;;;;Não;;Sim;;Municipal;;27;89,44
410990;Icaraíma;PR;Sul         ;;2020;41099040;Prefeitura Municipal de Icaraíma;PMI;Administração pública direta;7.786;5.497;Sim;2.790;Sim;558.015,71;83.359,04;54.262,50;29.558.865,26;Não;;;;;;Não;;Não;;;;6;101,51
411000;Iguaraçu;PR;Sul         ;RM Maringá;2020;41100040;SECRETARIA DE SERVIÇOS PÚBLICOS;SSP;Administração pública direta;4.440;3.968;Sim;3.960;Sim;395.786,72;174.960,00;115.017,05;23.383.794,97;Não;;;;Sim;Sim;Não;;Sim;nov/13;Municipal;;0;99,74
411010;Imbituva;PR;Sul         ;;2020;41101040;Secretaria de Meio Ambiente.;SMMA;Administração pública direta;32.940;20.707;Sim;18.000;Sim;901.618,70;100.000,00;100.815,57;76.018.043,73;Não;;;;;;Não;;Sim;;Municipal;;0;43,54
411020;Inácio Martins;PR;Sul         ;;2020;41102040;SECRETARIA MUNICIPAL DE MEIO AMBIENTE;SMMA;Administração pública direta;11.121;6.390;Sim;3.000;Sim;426.082,54;217.500,00;159.260,00;35.948.870,78;;;;;;;Não;;Sim;;Municipal;;9;66,68
411030;Inajá;PR;Sul         ;;2020;41103040;PREFEITURA MUNICIPAL DE INAJA;PMI;Administração pública direta;3.116;2.879;Não;;Sim;210.952,67;16.196.766,09;210.952,67;18.848.854,23;Não;;;Sim;Sim;Sim;Sim;;Sim;out/18;Municipal;;0;73,27
411040;Indianópolis;PR;Sul         ;;2020;41104040;Prefeitura Municipal de Indianópolis;PMI;Administração pública direta;4.465;3.269;Sim;3.269;Sim;300.645,42;100.000,00;82.710,99;20.080.602,85;Sim;250.000,00;Não oneroso (a fundo perdido);Sim;Sim;Sim;Não;;Sim;nov/14;Municipal;;0;91,97
411050;Ipiranga;PR;Sul         ;;2020;41105040;SECRETARIA MUNICIPAL DE MEIO AMBIENTE;SMMA;Administração pública direta;15.251;5.269;Sim;5.000;Sim;1.226.746,68;344.000,00;319.273,50;41.020.694,72;Não;;;;;;Não;;Não;;;;14;232,82
411060;Iporã;PR;Sul         ;;2020;41106040;prefeitura municipal de iporã;pmi;Administração pública direta;13.782;10.834;Sim;10.834;Sim;715.305,19;758.500,00;455.247,28;44.190.727,07;Não;;;;;;Não;;Sim;mai/15;Municipal;;0;66,02
411065;Iracema do Oeste;PR;Sul         ;;2020;41106540;Prefeitura de Iracema do Oeste;pmio;Administração pública direta;2.251;1.748;Sim;1.748;Sim;245.943,02;52.000,00;30.605,52;13.577.883,21;Não;;;;Sim;Sim;Não;;Não;;;;3;140,7
411070;Irati;PR;Sul         ;;2020;41107040;Secretaria Municipal de Ecologia e Meio Ambiente;SMEMA;Administração pública direta;61.088;48.834;Sim;44.932;Sim;3.456.715,20;3.510.000,00;3.981.952,30;152.965.978,99;;;;;;;Não;;Não;;;;25;70,79
411080;Iretama;PR;Sul         ;;2020;41108040;Prefeitura Municipal de Iretama;PMI;Administração pública direta;10.098;5.882;Sim;3.500;Não;570.800,00;;;20.767.880,00;Não;;;Sim;Sim;Sim;Não;;Não;;;;0;97,04
411090;Itaguajé;PR;Sul         ;;2020;41109040;Prefeitura Municipal de Itaguajé;PM;Administração pública direta;4.446;3.539;Sim;3.500;Não;363.209,46;;;18.039.806,83;Não;;;;Sim;Sim;Não;;Sim;;Municipal;;0;102,63
411095;Itaipulândia;PR;Sul         ;;2020;41109540;Prefeitura Municipal de Itaipulândia;PMI;Administração pública direta;11.385;5.980;Sim;5.980;Sim;1.272.748,67;247.000,00;205.989,63;105.080.911,06;Não;;;Não;Sim;Sim;Não;;Sim;mai/17;Municipal;;26;212,83
411100;Itambaracá;PR;Sul         ;;2020;41110040;PREFEITURA MUNICIPAL DE ITAMBARACÁ;PMI;Administração pública direta;6.549;4.922;Sim;4.922;Não;356.284,50;;;23.752.334,24;Não;;;Não;Sim;Sim;Não;;Sim;;Municipal;;0;72,39
411110;Itambé;PR;Sul         ;RM Maringá;2020;41111040;Departamento Municipal de Obras e Serviços Urbanos;OBRAS;Administração pública direta;6.109;5.797;Não;;Sim;441.666,13;351.799,82;200.393,79;23.494.439,38;Não;;;;;;Não;;Sim;nov/13;Municipal;;2;76,19
411120;Itapejara D Oeste;PR;Sul         ;;2020;41112040;DEPARTAMENTO DE OBRAS, VIAÇÃO E URBANISMO;PMIDO;Administração pública direta;12.094;8.024;Sim;4.012;Sim;804.549,30;587.178,84;587.178,84;43.375.081,97;Não;;;Não;Sim;;Não;;Sim;dez/10;Municipal;;3;100,27
411125;Itaperuçu;PR;Sul         ;RM Curitiba;2020;41112540;Prefeitura Municipal de Itaperuçu;PMI;Administração pública direta;29.070;24.286;Não;;Não;3.483.600,00;;;54.000.000,00;Não;;;Sim;Sim;Não;Sim;;Sim;jul/20;Municipal;;25;143,44
411130;Itaúna do Sul;PR;Sul         ;;2020;41113040;PREFEITURA MUNICIPAL DE ITAÚNA DO SUL;PMIS;Administração pública direta;2.781;1.978;Sim;1.978;Sim;407.334,96;238.583,70;8.301,73;15.314.010,27;Não;;;Não;;;Não;;Sim;;Municipal;;3;205,93
411140;Ivaí;PR;Sul         ;;2020;41114040;SECRETARIA DE AGRICULTURA E MEIO AMBIENTE;SEAMA;Administração pública direta;13.965;5.044;Não;;Sim;352.465,36;477.400,00;258.063,20;29.441.979,42;Não;;;;Sim;Sim;Não;;Não;;;;1;69,88
411150;Ivaiporã;PR;Sul         ;;2020;41115040;Prefeitura Municipal;PM;Sociedade de economia mista com administração pública;31.935;27.541;Sim;27.438;Sim;1.712.913,46;0;1.589.938,24;108.281.144,95;Não;;;;Sim;Sim;Não;;Sim;ago/14;Municipal;;22;62,2
411155;Ivaté;PR;Sul         ;;2020;41115540;Prefeitura Municipal de Ivate;PMI;Administração pública direta;8.240;5.739;Sim;5.734;Sim;988.495,99;267.500,00;235.503,83;22.204.495,28;Não;;;Sim;Sim;O primeiro ano previsto para as metas é posterior a este ano de referência;Não;;Não;;;;9;172,24
411160;Ivatuba;PR;Sul         ;RM Maringá;2020;41116040;Prefeitura Municipal de Ivatuba;PMI;Administração pública direta;3.279;2.499;Sim;2.000;Sim;307.365,71;107.577,37;57.847,39;17.058.844,98;Não;;;;;;Não;;Sim;;Municipal;;0;123
411170;Jaboti;PR;Sul         ;;2020;41117040;Prefeitura Municipal de Jaboti;PMJ;Administração pública direta;5.303;3.275;Não;;Sim;136.000,00;;136.000,00;622.000,00;;;;;;;Sim;;Sim;;Intermunicipal;;5;41,53
411180;Jacarezinho;PR;Sul         ;;2020;41118040;Prefeitura Municipal de Jacarezinho;PMJA;Administração pública direta;39.322;34.953;Sim;20.000;Não;2.474.400,00;;;94.117.130,00;Não;;;;;;Não;;Não;;;;22;70,79
411190;Jaguapitã;PR;Sul         ;;2020;41119040;Prefeitura Municipal de Jaguapitã;PMJ;Administração pública direta;13.742;11.668;Sim;11.667;Sim;701.320,00;66.495,88;36.173,76;47.379.962,53;Não;;;Sim;Sim;Sim;Sim;;Sim;mai/16;Municipal;;2;60,11
411210;Jandaia do Sul;PR;Sul         ;RM Maringá;2020;41121040;PREFEITURA MUNICIPAL DE JANDAIA DO SUL;PMJDS;Administração pública direta;21.230;19.200;Sim;19.200;Não;4.284.771,52;;;62.438.113,54;;;;;;;Não;;Sim;dez/20;Municipal;;0;223,17
411220;Janiópolis;PR;Sul         ;;2020;41122040;Prefeitura Municipal de Janiópolis;PMJ;Administração pública direta;5.095;3.150;Sim;3.000;Sim;591.622,49;350.490,48;161.723,89;22.232.012,20;Não;;;;Sim;Sim;Não;;Sim;;Municipal;;1;187,82
411240;Japurá;PR;Sul         ;;2020;41124040;Departamento Municipal de agricultura e meio ambiente;DMM;Administração pública direta;9.500;8.467;Sim;8.400;Sim;553.796,05;158.400,00;155.587,48;30.967.824,53;Não;;;Sim;Não;;Não;;Não;;;;0;65,41
411260;Jardim Olinda;PR;Sul         ;;2020;41126040;PREFEITURA MUNICIPAL DE JARDIM OLINDA;PMJO;Administração pública direta;1.320;938;Sim;938;Não;179.133,56;;;12.455.666,00;;;;;;;Não;;Não;;;;0;190,97
411270;Jataizinho;PR;Sul         ;RM Londrina;2020;41127040;Departamento de Agropecuária, Abastecimento e Meio Ambiente;DAAMA;Administração pública direta;12.638;11.763;Sim;11.763;Sim;419.982,53;0;718.476,41;32.864.424,30;Não;;;Sim;Sim;Sim;Não;;Sim;jul/17;Municipal;;0;35,7
411275;Jesuítas;PR;Sul         ;;2020;41127540;Secretaria de meio ambiente;SMA;Administração pública direta;8.330;5.617;Sim;5.617;Sim;624.240,04;;80.000,00;6.800.000,00;;;;;;;Não;;Sim;;Municipal;;3;111,13
411280;Joaquim Távora;PR;Sul         ;;2020;41128040;PREFEITURA DE JOAQUIM TAVORA;PMJT;Administração pública direta;12.009;9.195;Sim;9.195;Sim;1.306.197,28;320.000,00;359.322,13;19.984.631,19;Não;;;Não;Sim;;Sim;;Sim;out/14;Municipal;;0;142,06
411290;Jundiaí do Sul;PR;Sul         ;;2020;41129040;Prefeitura Municipal de Jundiaí do Sul;PMJS;Administração pública direta;3.269;1.882;Sim;1.882;Sim;330.524,70;77.000,00;54.000,00;14.116.492,43;Não;;;Sim;Sim;Sim;Sim;;Sim;out/12;Municipal;;0;175,62
411295;Juranda;PR;Sul         ;;2020;41129540;Prefeitura Municipal de Juranda;PM;Administração pública direta;7.292;5.572;Sim;5.563;Não;395.737,10;;;23.312.141,66;Não;;;;Sim;Sim;Não;;Sim;out/15;Municipal;;0;71,02
411300;Jussara;PR;Sul         ;;2020;41130040;PREFEITURA MUNICIPAL DE JUSSARA;PMJ;Administração pública direta;7.041;6.310;Sim;5.950;Sim;570.899,72;218.017,00;113.502,15;30.806.774,24;Não;;;Sim;Sim;Sim;Sim;;Sim;dez/10;Municipal;;0;90,48
411310;Kaloré;PR;Sul         ;;2020;41131040;Prefeitura Municipal de Kaloré;PMK;Administração pública direta;4.047;2.890;Não;;Sim;314.585,85;107.725,00;63.000,00;21.561.067,62;;;;;;;Não;;Sim;;Municipal;;0;108,85
411320;Lapa;PR;Sul         ;RM Curitiba;2020;41132040;Secretaria Municipal de Agropecuaria e Meio Ambiente;SAMA;Administração pública direta;48.410;29.329;Sim;29.329;Não;2.039.504,22;;;117.211.124,39;Não;;;Sim;Sim;Sim;Não;;Sim;dez/15;Municipal;;58;69,54
411330;Laranjeiras do Sul;PR;Sul         ;;2020;41133040;Secretaria Municipal de Agricultura, Abastecimento e Meio Ambiente;SAAMA;Administração pública direta;32.139;26.139;Sim;;Não;2.852.162,61;;;69.347.435,32;Não;;;Não;Sim;Sim;Não;;Não;;;;21;109,12
411340;Leópolis;PR;Sul         ;;2020;41134040;PREFEITURA MUNICIPAL DE LEOPOLIS;PML;Administração pública direta;3.925;2.274;Não;;Sim;152.785,51;46.350,00;54.888,90;19.175.848,40;;;;;;;Não;;Sim;dez/12;Municipal;;0;67,19
411342;Lidianópolis;PR;Sul         ;;2020;41134240;PREFEEITURA MUNICIPAL DE LIDIANÓPOLIS-PR;PML;Administração pública direta;3.231;1.664;Não;;Sim;504.087,92;85.283,64;56.000,00;15.651.535,12;Não;;;;Sim;Não;Não;;Não;;;;0;302,94
411350;Loanda;PR;Sul         ;;2020;41135040;SECRETARIA MUNICIPAL DE SERVIÇOS URBANOS E MEIO AMBIENTE;SUMA;Administração pública direta;23.242;21.129;Não;;Sim;2.193.850,08;1.071.737,60;376.020,94;67.576.006,72;Não;;;;;;Não;;Não;;;;21;103,83
411370;Londrina;PR;Sul         ;RM Londrina;2020;41137040;COMPANHIA MUNICIPAL DE TRÂNSITO E UBANIZAÇÃO DE LONDRINA;CMTU-LD;Sociedade de economia mista com administração pública;575.377;560.410;Sim;554.806;Sim;26.517.393,58;36.245.000,00;36.113.238,61;2.320.317.000,00;Não;;;;Sim;;Não;;Não;;;;375;47,32
411373;Luiziana;PR;Sul         ;;2020;41137340;Prefeitura Municipal de Luiziana;PML;Administração pública direta;7.240;4.707;Sim;4.707;Sim;288.689,60;311.059,90;83.322,00;31.925.125,37;Não;;;Não;Sim;;Não;;Sim;;Municipal;;0;61,33
411375;Lunardelli;PR;Sul         ;;2020;41137540;Prefeitura Municipal de Lunardelli;PML;Administração pública direta;4.744;3.304;Sim;2.610;Não;443.708,59;;;18.521.342,94;Não;;;Sim;Sim;Sim;Não;;Sim;;Municipal;;0;134,29
411380;Lupionópolis;PR;Sul         ;;2020;41138040;PREFEITURA MUNICIPAL DE LUPIONOPOLIS;PML;Administração pública direta;4.945;4.393;Sim;4.393;Sim;511.283,13;56.000,00;54.690,00;18.122.164,48;Não;;;;;;Sim;;Não;;;;0;116,39
411400;Mamborê;PR;Sul         ;;2020;41140040;PREFEITURA MUNICIPAL DE MAMBORÊ;PMM;Empresa pública;13.014;8.375;Sim;8.375;Sim;401.011,50;143.474,39;96.987,22;9.010.730,60;Não;;;Sim;Sim;Sim;Não;;Sim;jul/16;Municipal;;0;47,88
411410;Mandaguaçu;PR;Sul         ;RM Maringá;2020;41141040;Departamento de Meio Ambiente;DAMA;Administração pública direta;23.100;20.536;Sim;19.000;Sim;1.035.000,00;667.800,00;799.711,00;77.735.636,50;Não;;;;;;Não;;Não;;;;0;50,4
411420;Mandaguari;PR;Sul         ;RM Maringá;2020;41142040;Secretaria de Desenvolvimento Econômico, Meio Ambiente e Turismo;SDEMAT;Administração pública direta;34.515;32.693;Sim;32.693;Sim;1.259.779,60;1.679.983,50;1.177.536,70;81.131.376,55;;;;Sim;Sim;Sim;Não;;Não;;;;17;38,53
411430;Mandirituba;PR;Sul         ;RM Curitiba;2020;41143040;Prefeitura Municipal;PM;Empresa pública;27.315;9.114;Sim;5.500;Sim;778.540,79;599.200,00;570.258,61;66.604.518,90;Não;;;;;;Sim;;Não;;;;14;85,42
411435;Manfrinópolis;PR;Sul         ;;2020;41143540;Secretaria de Meio Ambiente;SMA;Administração pública direta;2.506;523;Não;;Não;174.360,00;;;17.703.778,00;Não;;;Não;;;Não;;Não;;;;3;333,38
411440;Mangueirinha;PR;Sul         ;;2020;41144040;Prefeitura Municipal;PM;Administração pública direta;16.642;8.194;Sim;3.450;Sim;1.582.680,00;450.000,00;398.042,00;89.000.000,00;Não;;;;Não;;Não;;Não;;;;10;193,15
411450;Manoel Ribas;PR;Sul         ;;2020;41145040;SECRETARIA MUNICIPAL DE GESTÃO AMBIENTAL;SEMGA;Administração pública direta;13.510;6.981;Sim;6.981;Sim;341.004,60;443.309,00;420.973,00;37.423.565,33;Não;;;Não;Sim;Sim;Não;;Não;;;;16;48,85
411460;Marechal Cândido Rondon;PR;Sul         ;;2020;41146040;Município de Marechal Cândido Rondon;SMAG-MCR;Administração pública direta;53.495;44.729;Sim;44.729;Sim;4.866.765,95;4.463.164,00;4.342.989,10;174.574.039,16;Sim;2.274.891,32;Não oneroso (a fundo perdido);Sim;Sim;Sim;Não;;Sim;set/14;Municipal;;132;108,81
411470;Maria Helena;PR;Sul         ;;2020;41147040;Prefeitura Municipal de Maria Helena;PMMH;Administração pública direta;5.634;3.778;Sim;3.778;Sim;480.938,04;38.869,00;41.738,00;16.806.743,54;Não;;;;;;Não;;Sim;out/12;Municipal;;0;127,3
411480;Marialva;PR;Sul         ;RM Maringá;2020;41148040;Prefeitura Municipal de Marialva;PMM;Administração pública direta;35.804;28.895;Sim;28.895;Sim;4.161.572,00;2.500.000,00;2.229.048,00;102.094.805,00;Não;;;;Sim;;Não;;Sim;dez/14;Municipal;;28;144,02
411500;Marilena;PR;Sul         ;;2020;41150040;Prefeitura Municipal de Marilena;PSV_SGL;Administração pública direta;7.084;5.148;Não;;Não;62.000,00;;;500.000,00;Não;;;;;;Não;;Não;;;;0;12,04
